year,make,model,vehicle_class,combMPG,cylinders,displacement,drive,tran_type,fuel_type,co2
2007,79,1173,7,21.5,6,3.8,2,0,6,444.35
1986,113,2686,13,23.0,4,1.8,2,0,8,386.39130434782606
2007,93,1406,7,25.0,4,2.4,2,0,6,370.29166666666674
2007,93,1406,7,26.5,4,2.4,2,1,6,355.48
2007,113,1558,7,20.5,4,2.5,1,0,6,444.35
2007,113,1558,7,22.5,4,2.5,1,0,8,403.95454545454544
2007,113,1558,7,21.5,4,2.5,1,1,6,423.19047619047615
2007,113,1558,7,22.5,4,2.5,1,1,8,403.95454545454544
2007,119,2816,7,32.0,4,1.5,2,0,8,286.67741935483866
1986,113,2686,13,25.0,4,1.8,2,1,8,370.29166666666674
2007,119,2816,7,32.5,4,1.5,2,1,8,277.71875
2007,37,1347,0,27.0,4,2.0,2,0,8,341.8076923076923
2007,37,1347,0,28.5,4,2.0,2,1,8,329.1481481481481
2007,37,1347,0,24.5,4,2.3,2,1,8,386.39130434782606
1986,119,2521,13,26.0,4,1.5,2,0,8,341.8076923076923
2007,47,551,0,28.5,4,1.6,2,0,8,317.39285714285717
2007,47,551,0,29.5,4,1.6,2,1,8,306.44827586206895
2007,93,1411,0,25.0,4,2.4,2,0,8,370.29166666666674
2007,108,1571,0,25.0,4,2.4,2,0,6,370.29166666666674
2007,108,1571,0,26.5,4,2.4,2,1,6,355.48
2007,113,1681,0,22.5,4,2.5,1,1,8,403.95454545454544
1986,119,2521,13,29.5,4,1.5,2,1,8,306.44827586206895
2007,113,1681,0,24.0,4,2.5,1,0,8,386.39130434782606
2007,124,1459,0,25.0,4,2.0,2,1,6,370.29166666666674
1986,119,2521,13,22.0,4,1.5,1,0,8,403.95454545454544
2007,124,1459,0,25.5,4,2.0,2,0,6,355.48
2007,124,1582,0,25.0,4,2.0,2,1,6,370.29166666666674
2007,124,1582,0,25.5,4,2.0,2,0,6,355.48
2007,10,255,3,23.0,6,3.0,3,1,6,423.19047619047615
2007,10,255,3,23.0,6,3.0,3,0,6,403.95454545454544
2007,10,258,3,21.5,6,3.0,1,1,6,444.35
2007,10,258,3,21.0,6,3.0,1,0,6,444.35
2007,10,263,3,23.0,6,3.0,3,1,6,423.19047619047615
2007,10,263,3,23.0,6,3.0,3,0,6,403.95454545454544
1986,119,2521,13,26.0,4,1.5,1,1,8,341.8076923076923
2007,10,263,3,21.0,6,3.0,3,0,6,444.35
2007,10,265,3,21.5,6,3.0,1,1,6,444.35
2007,10,265,3,21.0,6,3.0,1,0,6,444.35
2007,10,281,3,18.5,8,4.8,3,1,6,493.72222222222223
2007,10,281,3,19.0,8,4.8,3,0,6,493.72222222222223
2007,10,281,3,17.0,8,4.8,3,0,6,555.4375
1985,113,2807,7,22.0,4,1.8,2,0,8,423.19047619047615
1986,124,2036,13,17.5,5,2.2,1,1,8,522.7647058823529
1986,124,2037,13,21.0,4,1.8,2,0,8,423.19047619047615
2007,64,1164,3,23.0,6,3.5,2,0,6,403.95454545454544
1986,124,2037,13,25.5,4,1.8,2,1,8,355.48
2007,119,813,3,25.5,4,2.4,2,0,8,370.29166666666674
2007,119,813,3,26.0,4,2.4,2,1,8,355.48
2007,119,813,3,23.5,6,3.5,2,0,8,386.39130434782606
2007,124,1960,3,25.0,4,2.0,2,1,6,370.29166666666674
2007,124,1960,3,23.5,4,2.0,2,0,6,403.95454545454544
2007,124,1960,3,21.5,6,3.6,2,0,6,444.35
2007,124,1961,3,20.0,6,3.6,1,0,6,467.73684210526324
1986,124,2037,13,18.0,5,2.2,2,0,8,493.72222222222223
2007,37,1339,5,20.0,6,3.0,1,0,8,467.73684210526324
1986,124,2037,13,19.5,5,2.2,2,1,8,467.73684210526324
2007,37,1339,5,22.5,6,3.0,2,0,8,423.19047619047615
2007,47,2391,5,25.5,4,2.4,2,0,8,370.29166666666674
2007,47,2391,5,26.0,4,2.4,2,1,8,355.48
2007,47,2391,5,22.5,6,3.3,2,0,8,423.19047619047615
1986,6,239,12,19.0,5,2.2,1,1,8,493.72222222222223
2007,77,1847,5,20.0,6,3.0,1,0,8,467.73684210526324
2007,77,1847,5,22.5,6,3.0,2,0,8,423.19047619047615
2007,76,2185,5,18.0,8,5.5,3,0,6,522.7647058823529
2007,76,2200,5,14.0,12,5.5,3,0,6,683.6153846153846
1986,6,243,12,17.5,5,2.2,2,0,8,522.7647058823529
2007,45,1338,13,31.0,4,1.5,2,0,8,296.23333333333335
2007,45,1338,13,31.0,4,1.5,2,1,8,286.67741935483866
2007,45,1338,13,30.5,4,1.5,2,0,8,306.44827586206895
2007,113,1565,13,20.5,4,2.5,1,0,6,444.35
2007,113,1565,13,22.5,4,2.5,1,0,8,403.95454545454544
2007,113,1565,13,21.5,4,2.5,1,1,6,423.19047619047615
2007,113,1565,13,22.5,4,2.5,1,1,8,403.95454545454544
2007,10,266,12,21.5,6,3.0,1,1,6,444.35
1986,6,243,12,20.0,5,2.2,2,1,8,467.73684210526324
2007,10,266,12,21.0,6,3.0,1,0,6,444.35
2007,37,1350,12,27.0,4,2.0,2,0,8,341.8076923076923
2007,37,1350,12,28.5,4,2.0,2,1,8,329.1481481481481
2007,113,1684,12,22.5,4,2.5,1,1,8,403.95454545454544
2007,113,1684,12,24.0,4,2.5,1,0,8,386.39130434782606
2007,124,1963,12,24.5,4,2.0,2,0,6,386.39130434782606
2007,124,1963,12,21.5,6,3.6,2,0,6,444.35
2007,124,1964,12,20.0,6,3.6,1,0,6,467.73684210526324
2007,21,2376,10,17.0,6,4.3,3,0,8,555.4375
2007,21,2376,10,18.0,6,4.3,3,1,8,522.7647058823529
1986,17,884,12,22.5,4,2.5,2,0,8,423.19047619047615
2007,21,2376,10,17.0,8,4.8,3,0,8,522.7647058823529
2007,21,2376,10,16.5,8,5.3,3,0,8,555.4375
2007,21,2376,10,15.0,8,6.0,3,0,6,592.4666666666667
2007,37,1242,10,16.0,6,4.0,3,0,8,592.4666666666667
2007,37,1242,10,16.5,8,4.6,3,0,8,555.4375
2007,37,2118,10,21.5,4,2.3,3,0,8,423.19047619047615
2007,37,2118,10,23.5,4,2.3,3,1,8,386.39130434782606
2007,37,2118,10,17.5,6,3.0,3,0,8,522.7647058823529
2007,37,2118,10,18.5,6,3.0,3,1,8,493.72222222222223
1986,17,884,12,20.0,6,2.8,2,0,8,467.73684210526324
2007,37,2118,10,17.5,6,4.0,3,0,8,522.7647058823529
2007,37,2118,10,17.5,6,4.0,3,1,8,522.7647058823529
2007,38,2346,10,17.0,6,4.3,3,0,8,555.4375
2007,38,2346,10,18.0,6,4.3,3,1,8,522.7647058823529
2007,38,2346,10,17.0,8,4.8,3,0,8,522.7647058823529
2007,38,2346,10,16.5,8,5.3,3,0,8,555.4375
2007,38,2346,10,15.0,8,6.0,3,0,6,592.4666666666667
2007,73,642,10,21.5,4,2.3,3,0,8,423.19047619047615
2007,73,642,10,23.5,4,2.3,3,1,8,386.39130434782606
1985,113,2807,7,25.5,4,1.8,2,1,8,355.48
1986,17,884,12,20.0,6,2.8,2,0,8,467.73684210526324
2007,73,649,10,17.5,6,3.0,3,0,8,522.7647058823529
2007,73,649,10,18.5,6,3.0,3,1,8,493.72222222222223
2007,73,655,10,17.5,6,4.0,3,0,8,522.7647058823529
2007,21,2376,10,15.5,6,4.3,1,0,8,592.4666666666667
2007,21,2376,10,16.5,6,4.3,1,1,8,555.4375
2007,21,2376,10,16.0,8,4.8,1,0,8,592.4666666666667
2007,21,2376,10,15.5,8,5.3,1,0,8,592.4666666666667
2007,21,2376,10,14.5,8,6.0,1,0,6,634.7857142857142
2007,37,1242,10,15.5,6,4.0,1,0,8,592.4666666666667
1986,17,884,12,22.0,6,3.8,2,0,8,444.35
2007,37,1242,10,15.5,8,4.6,1,0,8,592.4666666666667
2007,37,2118,10,16.5,6,3.0,1,0,8,555.4375
2007,37,2118,10,17.0,6,3.0,1,1,8,522.7647058823529
2007,37,2118,10,15.5,6,4.0,1,0,8,592.4666666666667
2007,37,2118,10,17.0,6,4.0,1,1,8,555.4375
2007,38,2346,10,15.5,6,4.3,1,0,8,592.4666666666667
2007,38,2346,10,16.5,6,4.3,1,1,8,592.4666666666667
2007,38,2346,10,16.0,8,4.8,1,0,8,592.4666666666667
2007,38,2346,10,15.0,8,5.3,1,0,8,592.4666666666667
2007,38,2346,10,14.5,8,6.0,1,0,6,634.7857142857142
1986,21,878,12,24.0,4,2.5,2,0,8,386.39130434782606
2007,38,2346,10,14.5,8,6.0,1,0,6,634.7857142857142
2007,73,655,10,15.5,6,4.0,1,0,8,592.4666666666667
2007,73,655,10,17.0,6,4.0,1,1,8,555.4375
2007,21,2631,11,16.5,6,4.3,3,0,8,592.4666666666667
2007,21,2631,11,16.5,8,5.3,3,0,8,592.4666666666667
2007,21,2631,11,15.0,8,5.3,1,0,8,634.7857142857142
2007,38,2291,11,16.5,6,4.3,3,0,8,592.4666666666667
2007,38,2291,11,16.5,8,5.3,3,0,8,592.4666666666667
1986,21,878,12,25.0,4,2.5,2,1,8,370.29166666666674
2007,38,2291,11,15.0,8,5.3,1,0,8,634.7857142857142
2007,21,609,8,16.5,8,5.3,3,0,8,555.4375
2007,21,2505,8,17.0,8,5.3,3,0,8,522.7647058823529
2007,21,2551,8,17.0,6,4.2,3,0,8,555.4375
2007,21,2551,8,15.0,8,6.0,3,0,6,592.4666666666667
2007,38,2828,8,16.5,8,5.3,3,0,8,555.4375
2007,17,2091,8,17.0,6,4.2,1,0,8,555.4375
1986,21,878,12,20.0,6,2.8,2,0,8,467.73684210526324
2007,37,1371,4,19.0,6,3.9,2,0,8,493.72222222222223
2007,37,1371,4,18.0,6,4.2,2,0,8,522.7647058823529
2007,37,1372,4,19.0,6,3.9,2,0,8,493.72222222222223
2007,37,1372,4,18.0,6,4.2,2,0,8,522.7647058823529
2007,58,2312,4,19.5,6,3.8,2,0,8,493.72222222222223
2007,77,1848,4,18.0,6,4.2,2,0,8,522.7647058823529
2007,82,2044,4,19.5,6,3.5,2,0,6,467.73684210526324
2007,17,2091,8,17.0,6,4.2,3,0,8,555.4375
1986,21,878,12,20.0,6,2.8,2,0,8,467.73684210526324
2007,21,2454,8,16.5,8,5.3,3,0,8,555.4375
2007,37,1220,8,22.0,4,2.3,2,0,8,423.19047619047615
2007,37,1220,8,24.0,4,2.3,2,1,8,386.39130434782606
2007,37,1220,8,20.5,6,3.0,2,0,8,444.35
1986,21,878,12,19.0,6,2.8,2,0,8,493.72222222222223
2007,37,1373,8,21.5,6,3.0,2,0,8,444.35
2007,38,2818,8,17.0,8,5.3,3,0,8,522.7647058823529
2007,38,1208,8,17.0,6,4.2,3,0,8,555.4375
2007,47,2280,8,21.0,6,2.7,2,0,8,423.19047619047615
2007,47,2280,8,20.5,6,2.7,2,1,8,444.35
2007,47,2280,8,20.0,6,3.3,2,0,8,467.73684210526324
1986,21,878,12,20.0,6,2.8,2,0,8,467.73684210526324
2007,52,595,8,17.0,6,4.2,3,0,8,555.4375
2007,64,2084,8,20.5,6,3.5,2,0,6,444.35
2007,64,2084,8,20.5,6,3.5,2,0,6,444.35
2007,73,799,8,19.5,4,2.3,2,0,6,467.73684210526324
2007,77,1808,8,22.0,4,2.3,2,0,8,423.19047619047615
2007,77,1808,8,20.5,6,3.0,2,0,8,444.35
1986,22,2541,12,20.0,4,2.2,2,0,6,467.73684210526324
2007,119,1304,8,19.0,6,4.0,3,0,6,493.72222222222223
2007,6,2024,8,14.5,8,4.2,1,0,6,634.7857142857142
2007,20,1217,8,15.0,8,6.2,1,0,6,634.7857142857142
1986,22,2541,12,21.5,4,2.5,2,0,8,423.19047619047615
2007,21,2551,8,17.0,6,4.2,1,0,8,555.4375
2007,21,2551,8,14.0,8,6.0,1,0,6,634.7857142857142
2007,37,1220,8,20.5,4,2.3,1,0,8,444.35
2007,37,1220,8,22.5,4,2.3,1,1,8,403.95454545454544
2007,37,1220,8,19.0,6,3.0,1,0,8,467.73684210526324
1985,73,2086,1,18.5,2,1.3,3,1,8,522.7647058823529
1985,119,879,7,23.0,4,2.4,3,0,8,403.95454545454544
1986,82,2443,12,20.5,4,2.0,2,0,8,444.35
2007,37,1373,8,19.5,6,3.0,1,0,8,467.73684210526324
2007,38,1208,8,17.0,6,4.2,1,0,8,555.4375
2007,38,2822,8,15.0,8,6.2,1,0,6,634.7857142857142
2007,47,2280,8,20.0,6,2.7,1,0,8,467.73684210526324
2007,47,2280,8,20.0,6,2.7,1,1,8,467.73684210526324
2007,47,2280,8,20.5,6,3.3,1,0,8,467.73684210526324
1986,82,2443,12,23.5,4,2.0,2,1,8,386.39130434782606
2007,52,595,8,17.0,6,4.2,1,0,8,555.4375
2007,64,2084,8,19.5,6,3.5,1,0,6,467.73684210526324
2007,64,2084,8,19.5,6,3.5,1,0,6,467.73684210526324
2007,73,799,8,19.0,4,2.3,1,0,6,493.72222222222223
2007,76,1421,8,15.0,8,4.6,1,0,6,592.4666666666667
2007,77,1808,8,20.5,4,2.3,1,0,8,444.35
2007,77,1808,8,19.0,6,3.0,1,0,8,467.73684210526324
1986,28,587,12,22.5,4,2.2,2,0,8,403.95454545454544
2007,105,395,8,17.0,6,4.2,1,0,8,555.4375
2007,113,657,8,18.5,6,3.0,1,0,6,493.72222222222223
2007,113,1356,8,20.5,4,2.5,1,0,6,444.35
2007,113,1356,8,22.5,4,2.5,1,0,8,403.95454545454544
2007,113,1356,8,21.5,4,2.5,1,1,6,423.19047619047615
2007,113,1356,8,22.5,4,2.5,1,1,8,403.95454545454544
2007,113,1927,8,23.0,4,2.5,1,0,8,403.95454545454544
1986,28,587,12,27.0,4,2.2,2,1,8,341.8076923076923
2007,113,1927,8,20.0,6,3.0,1,0,6,444.35
2007,113,1928,8,23.0,4,2.5,1,1,8,403.95454545454544
2007,113,1928,8,23.0,4,2.5,1,0,8,403.95454545454544
2007,113,1928,8,20.0,6,3.0,1,0,6,444.35
2007,119,1304,8,17.0,6,4.0,1,0,6,522.7647058823529
2007,119,1304,8,16.5,6,4.0,1,1,6,555.4375
2007,124,2538,8,16.0,6,3.6,1,0,6,555.4375
2007,21,609,8,17.0,8,5.3,3,0,7,555.4375
2007,38,2346,10,16.5,8,5.3,3,0,7,555.4375
2007,21,2376,10,16.5,8,5.3,3,0,7,555.4375
1986,28,587,12,21.5,4,2.5,2,0,8,423.19047619047615
2007,21,2454,8,17.0,8,5.3,3,0,7,555.4375
2007,21,2505,8,17.0,8,5.3,3,0,7,555.4375
2007,38,2818,8,17.0,8,5.3,3,0,7,555.4375
2007,38,2828,8,17.0,8,5.3,3,0,7,555.4375
2007,21,609,8,16.5,8,5.3,1,0,7,555.4375
2007,38,2346,10,15.0,8,5.3,1,0,7,592.4666666666667
2007,21,2376,10,15.0,8,5.3,1,0,7,592.4666666666667
2007,21,2454,8,16.5,8,5.3,1,0,7,555.4375
2007,21,2505,8,16.5,8,5.3,1,0,7,555.4375
2007,38,2818,8,16.5,8,5.3,1,0,7,555.4375
1986,37,1654,12,19.0,6,3.8,3,0,8,493.72222222222223
2007,38,2828,8,16.5,8,5.3,1,0,7,555.4375
2007,38,2291,11,16.5,8,5.3,3,0,7,555.4375
2007,21,2631,11,16.5,8,5.3,3,0,7,555.4375
2006,45,909,7,30.0,4,1.8,2,0,0,253.19732142857143
1986,37,2515,12,23.5,4,2.5,2,1,8,403.95454545454544
2007,20,2802,1,16.5,8,4.4,3,0,6,555.4375
2007,20,2801,1,19.5,8,4.6,3,0,6,493.72222222222223
2007,21,1015,1,19.0,8,7.0,3,1,6,493.72222222222223
2007,62,1472,1,13.5,10,5.0,1,1,6,683.6153846153846
2007,62,1472,1,14.0,10,5.0,1,0,6,683.6153846153846
2007,62,1473,1,14.5,10,5.0,3,1,6,683.6153846153846
2007,62,1473,1,15.0,10,5.0,3,0,6,634.7857142857142
2007,62,1474,1,12.5,10,5.0,1,1,6,740.5833333333335
2007,62,1474,1,13.0,10,5.0,1,0,6,740.5833333333335
2007,68,1201,1,24.0,4,1.8,3,1,8,386.39130434782606
1986,37,2515,12,22.0,6,3.0,2,0,8,444.35
2007,73,1794,1,24.5,4,2.0,3,1,6,370.29166666666674
2007,73,1794,1,24.5,4,2.0,3,1,6,370.29166666666674
2007,73,1794,1,24.0,4,2.0,3,0,6,386.39130434782606
2007,76,2239,1,21.0,6,3.0,3,0,6,444.35
2007,76,2239,1,21.0,6,3.0,3,1,6,444.35
2007,76,2243,1,20.0,6,3.5,3,0,6,467.73684210526324
2007,76,2243,1,19.5,6,3.5,3,1,6,467.73684210526324
2007,76,2244,1,17.0,8,5.4,3,0,6,555.4375
2007,93,2388,1,22.5,4,2.0,3,0,6,423.19047619047615
2007,93,2388,1,23.5,4,2.0,3,1,6,403.95454545454544
1986,37,2515,12,19.5,6,3.0,2,0,8,467.73684210526324
2007,93,2388,1,21.5,4,2.4,3,0,6,423.19047619047615
2007,93,2388,1,21.5,4,2.4,3,1,6,423.19047619047615
2007,94,685,1,22.5,6,2.7,3,0,6,423.19047619047615
2007,94,685,1,24.5,6,2.7,3,1,6,386.39130434782606
2007,94,685,1,23.5,6,2.7,3,1,6,403.95454545454544
2007,94,687,1,21.5,6,3.4,3,0,6,423.19047619047615
2007,94,687,1,22.0,6,3.4,3,1,6,423.19047619047615
2007,94,872,1,22.5,6,2.7,3,0,6,423.19047619047615
2007,94,872,1,24.5,6,2.7,3,1,6,386.39130434782606
2007,94,872,1,23.5,6,2.7,3,1,6,403.95454545454544
1986,77,1813,12,19.0,6,3.8,3,0,8,493.72222222222223
2007,94,876,1,21.5,6,3.4,3,0,6,423.19047619047615
2007,94,876,1,22.0,6,3.4,3,1,6,423.19047619047615
2007,108,2224,1,22.5,4,2.0,3,0,6,423.19047619047615
2007,108,2224,1,23.5,4,2.0,3,1,6,403.95454545454544
2007,108,2224,1,21.5,4,2.4,3,0,6,423.19047619047615
2007,108,2224,1,21.5,4,2.4,3,1,6,423.19047619047615
2007,94,838,7,20.5,6,3.6,3,0,6,444.35
2007,94,838,7,20.0,6,3.6,3,1,6,467.73684210526324
2007,94,840,7,20.5,6,3.6,3,0,6,444.35
2007,94,840,7,20.0,6,3.6,3,1,6,467.73684210526324
1985,119,879,7,24.5,4,2.4,3,1,8,370.29166666666674
1986,77,2268,12,22.0,6,3.0,2,0,8,444.35
2007,94,842,7,20.5,6,3.8,3,0,6,444.35
2007,94,842,7,20.0,6,3.8,3,1,6,467.73684210526324
2007,94,843,7,20.5,6,3.8,3,0,6,444.35
2007,94,843,7,20.0,6,3.8,3,1,6,467.73684210526324
2007,94,845,7,20.5,6,3.6,1,0,6,467.73684210526324
2007,94,845,7,20.0,6,3.6,1,1,6,467.73684210526324
2007,94,847,7,20.5,6,3.6,1,0,6,467.73684210526324
2007,94,847,7,20.0,6,3.6,1,1,6,467.73684210526324
2007,94,849,7,20.0,6,3.8,1,0,6,467.73684210526324
2007,94,849,7,19.5,6,3.8,1,1,6,493.72222222222223
1986,77,2268,12,19.5,6,3.0,2,0,8,467.73684210526324
2007,94,851,7,20.0,6,3.8,1,0,6,467.73684210526324
2007,94,851,7,19.5,6,3.8,1,1,6,493.72222222222223
2007,94,853,7,20.0,6,3.8,1,0,6,467.73684210526324
2007,94,853,7,19.5,6,3.8,1,1,6,493.72222222222223
2007,94,854,7,20.5,6,3.6,1,0,6,467.73684210526324
2007,94,854,7,20.0,6,3.6,1,1,6,467.73684210526324
2007,94,2582,7,19.0,6,3.6,1,0,6,493.72222222222223
2007,94,2582,7,19.5,6,3.6,1,1,6,493.72222222222223
2007,124,1892,7,23.5,5,2.5,2,1,8,403.95454545454544
2007,124,1892,7,23.5,5,2.5,2,0,8,403.95454545454544
1986,83,1049,12,22.5,4,2.5,2,0,8,423.19047619047615
2007,6,478,7,25.0,4,2.0,2,0,6,370.29166666666674
2007,6,479,7,23.0,4,2.0,1,0,6,403.95454545454544
2007,6,479,7,21.0,6,3.1,1,0,6,444.35
2007,6,2173,7,16.0,8,4.2,1,1,6,592.4666666666667
2007,6,2173,7,17.5,8,4.2,1,0,6,555.4375
2007,12,956,7,13.5,12,6.0,1,0,6,683.6153846153846
2007,21,622,7,27.0,4,1.6,2,0,8,341.8076923076923
1986,83,1049,12,20.0,6,2.8,2,0,8,467.73684210526324
2007,21,622,7,28.0,4,1.6,2,1,8,329.1481481481481
2007,21,929,7,25.0,4,2.2,2,0,8,370.29166666666674
2007,21,929,7,26.5,4,2.2,2,1,8,355.48
2007,37,1861,7,20.0,6,4.0,3,0,8,467.73684210526324
2007,37,1861,7,21.0,6,4.0,3,1,8,444.35
2007,37,1861,7,18.5,8,4.6,3,0,8,493.72222222222223
2007,37,1861,7,19.0,8,4.6,3,1,8,493.72222222222223
2007,37,1861,7,17.0,8,5.4,3,1,6,555.4375
2007,73,2087,7,19.0,2,1.3,3,1,6,493.72222222222223
2007,73,2087,7,19.5,2,1.3,3,0,6,467.73684210526324
1986,83,1049,12,20.0,6,2.8,2,0,8,467.73684210526324
2007,76,768,7,21.0,6,3.5,3,0,6,444.35
2007,76,769,7,21.0,6,3.5,3,0,6,444.35
2007,76,776,7,18.5,8,5.5,3,0,6,522.7647058823529
2007,76,777,7,18.5,8,5.5,3,0,6,522.7647058823529
2007,76,779,7,15.0,8,6.2,3,0,6,634.7857142857142
2007,93,1406,7,25.0,4,2.2,2,0,8,370.29166666666674
2007,93,1406,7,26.5,4,2.2,2,1,8,355.48
2007,101,2440,7,17.0,8,4.6,3,1,6,555.4375
1986,83,1049,12,19.0,6,2.8,2,0,8,493.72222222222223
2007,101,2441,7,17.5,8,4.6,3,1,6,522.7647058823529
2007,113,1558,7,20.0,4,2.5,1,1,6,467.73684210526324
2007,109,2860,7,25.0,4,2.4,2,0,8,370.29166666666674
2007,109,2860,7,23.5,4,2.4,2,1,8,386.39130434782606
2007,124,1212,7,25.0,4,2.0,2,1,6,370.29166666666674
2007,124,1212,7,24.5,4,2.0,2,0,6,386.39130434782606
2007,124,1891,7,24.0,5,2.5,2,1,8,386.39130434782606
2007,124,1891,7,24.5,5,2.5,2,0,8,386.39130434782606
1986,83,1049,12,20.0,6,2.8,2,0,8,467.73684210526324
2007,125,744,7,22.5,5,2.5,2,1,6,423.19047619047615
2007,125,744,7,22.5,5,2.5,2,0,6,423.19047619047615
2007,6,475,0,25.0,4,2.0,2,0,6,370.29166666666674
2007,6,475,0,25.5,4,2.0,2,1,6,370.29166666666674
2007,6,475,0,22.5,6,3.1,2,0,6,423.19047619047615
2007,6,482,0,24.0,4,2.0,1,1,6,386.39130434782606
2007,6,482,0,23.0,4,2.0,1,0,6,403.95454545454544
2007,6,482,0,20.0,6,3.1,1,1,6,467.73684210526324
2007,6,482,0,21.0,6,3.1,1,0,6,444.35
2007,6,2078,0,16.5,8,4.2,1,1,6,592.4666666666667
1986,90,253,12,20.0,4,2.0,3,0,8,467.73684210526324
2007,6,2171,0,16.5,8,4.2,1,1,6,592.4666666666667
2007,6,2171,0,17.5,8,4.2,1,0,6,555.4375
2007,12,952,0,13.5,12,6.0,1,0,6,683.6153846153846
2007,21,621,0,27.0,4,1.6,2,0,8,341.8076923076923
2007,21,621,0,28.0,4,1.6,2,1,8,329.1481481481481
2007,21,1924,0,23.5,4,2.0,2,0,8,403.95454545454544
2007,21,1924,0,24.0,4,2.0,2,1,8,386.39130434782606
2007,21,1925,0,23.5,4,2.0,2,0,8,403.95454545454544
2007,21,1925,0,24.0,4,2.0,2,1,8,386.39130434782606
2007,55,2719,0,19.0,6,3.0,1,0,6,493.72222222222223
1986,90,253,12,20.0,4,2.0,3,1,8,467.73684210526324
2007,73,71,0,28.0,4,2.0,2,1,8,329.1481481481481
2007,73,71,0,27.0,4,2.0,2,0,8,341.8076923076923
2007,73,71,0,26.0,4,2.3,2,1,8,355.48
2007,73,71,0,22.0,4,2.3,2,1,6,423.19047619047615
2007,73,71,0,25.5,4,2.3,2,0,8,370.29166666666674
2007,76,721,0,22.5,6,3.0,3,0,6,403.95454545454544
2007,76,721,0,20.5,6,3.0,1,0,6,444.35
2007,76,731,0,22.5,6,3.5,3,0,6,423.19047619047615
2007,76,731,0,21.5,6,3.5,3,1,6,444.35
2007,76,731,0,19.5,6,3.5,1,0,6,467.73684210526324
1986,90,253,12,18.5,4,2.2,3,0,6,493.72222222222223
2007,76,783,0,17.0,8,5.5,3,0,6,555.4375
2007,76,784,0,15.0,8,6.2,3,0,6,634.7857142857142
2007,93,1411,0,23.0,6,3.5,2,0,8,423.19047619047615
2007,93,1411,0,22.0,6,3.5,2,0,8,423.19047619047615
2007,93,1411,0,21.5,6,3.6,2,0,8,423.19047619047615
2007,93,1411,0,20.5,6,3.9,2,1,8,467.73684210526324
2007,93,1412,0,18.5,6,3.9,2,0,8,493.72222222222223
1985,119,881,7,19.5,6,2.8,3,0,6,467.73684210526324
1986,90,253,12,22.5,4,2.5,3,0,1,462.7272727272728
2007,108,607,3,23.0,6,3.5,2,0,8,423.19047619047615
2007,108,607,3,21.5,6,3.6,2,0,8,423.19047619047615
2007,108,1571,0,25.0,4,2.2,2,0,8,370.29166666666674
2007,108,1571,0,27.5,4,2.2,2,1,8,341.8076923076923
2007,113,1681,0,21.5,4,2.5,1,1,6,423.19047619047615
2007,113,1681,0,20.5,4,2.5,1,1,6,444.35
2007,113,1681,0,20.0,4,2.5,1,0,6,444.35
2007,115,1354,0,23.5,4,2.0,2,0,8,403.95454545454544
2007,115,1354,0,24.0,4,2.0,2,1,8,386.39130434782606
2007,115,2134,0,23.5,4,2.0,2,0,8,403.95454545454544
1986,92,2128,12,22.5,4,2.2,2,0,8,403.95454545454544
2007,115,2134,0,24.0,4,2.0,2,1,8,386.39130434782606
2007,119,815,0,26.0,4,2.4,2,1,8,355.48
2007,119,815,0,26.5,4,2.4,2,0,8,355.48
2007,119,815,0,22.5,6,3.3,2,0,8,423.19047619047615
2007,119,816,0,22.0,6,3.3,2,0,8,423.19047619047615
2007,124,1582,0,23.5,5,2.5,2,1,8,403.95454545454544
2007,124,1582,0,23.5,5,2.5,2,0,8,403.95454545454544
2007,124,2088,0,23.5,5,2.5,2,1,8,403.95454545454544
1986,92,2128,12,27.0,4,2.2,2,1,8,341.8076923076923
2007,124,2088,0,23.5,5,2.5,2,0,8,403.95454545454544
2007,125,2174,0,22.0,5,2.5,1,1,6,423.19047619047615
2007,125,2174,0,22.0,5,2.5,1,0,6,423.19047619047615
2007,125,2174,0,23.0,5,2.4,2,1,6,403.95454545454544
2007,125,2174,0,24.0,5,2.4,2,0,6,386.39130434782606
2007,125,2174,0,22.5,5,2.5,2,1,6,403.95454545454544
2007,125,2174,0,23.5,5,2.5,2,0,6,403.95454545454544
2007,125,2194,0,21.0,5,2.5,1,0,6,444.35
2007,125,2194,0,22.0,5,2.5,1,0,6,423.19047619047615
2007,125,2194,0,22.0,5,2.4,2,1,6,423.19047619047615
1986,92,2128,12,21.5,4,2.5,2,0,8,423.19047619047615
2007,125,2194,0,22.0,5,2.4,2,0,6,423.19047619047615
2007,125,2194,0,23.5,5,2.5,2,0,6,403.95454545454544
2007,125,2194,0,23.5,5,2.5,2,0,6,403.95454545454544
2007,125,2199,0,19.5,5,2.5,1,1,6,467.73684210526324
2007,125,2199,0,19.0,5,2.5,1,0,6,493.72222222222223
2007,6,487,3,22.5,6,3.1,2,0,6,423.19047619047615
2007,6,491,3,21.0,6,3.1,1,0,6,444.35
2007,6,491,3,19.5,8,4.2,1,0,6,493.72222222222223
2007,6,494,3,19.5,8,4.2,1,0,6,493.72222222222223
2007,12,951,3,13.5,12,6.0,1,0,6,683.6153846153846
1986,93,306,12,22.5,4,2.5,2,0,8,423.19047619047615
2007,17,1663,3,21.0,6,3.6,2,0,8,444.35
2007,17,1663,3,22.0,6,3.8,2,0,8,423.19047619047615
